entity,date,description,contra_account_label,amount
au,25/12/2025,THE SPORTING GLOBE KING STREET W AU Card xx9039 Value Date: 23/12/2025,Cost of Overhead Related to Service:Operating Expenses,-122.85
au,25/12/2025,IPY*WOTSO HOLDINGS NEUTRAL BAY AU Card xx9039 Value Date: 23/12/2025,Cost of Overhead Related to Service:Operating Expenses,-2200.0
au,25/12/2025,CURSOR USAGE MID DEC CURSOR.COM NY US Card xx9039 USD 20.41 Value Date: 23/12/2025,Subscriptions/ Software expenses,-30.94
au,25/12/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 23/12/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.29
au,23/12/2025,ELEVENLABS.IO ELEVENLABS.IO NY US Card xx9039 USD 5.45 Value Date: 20/12/2025,Operating Expenses:Travel Expense,-8.26
au,23/12/2025,CURSOR USAGE NOV CURSOR.COM NY US Card xx9039 USD 16.91 Value Date: 18/12/2025,Subscriptions/ Software expenses,-25.63
au,23/12/2025,Transfer To Cosmic Galactic CommBank App Damage case,Cost of Overhead Related to Service:Operating Expenses:Damages,-14818.2
au,20/12/2025,SQ *JANUS BAR Sydney AU Card xx9039 Value Date: 18/12/2025,Operating Expenses:Meals and Entertainment,-12.19
au,19/12/2025,Return DRIVE LAH PTE. LTD. SINGAPORE SG Card xx9039 SGD 3.31 Value Date: 15/12/2025,Other Income,3.83
au,19/12/2025,CURSOR USAGE NOV CURSOR.COM NY US Card xx9039 USD 2.00 Value Date: 16/12/2025,Subscriptions/ Software expenses,-3.02
au,19/12/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 17/12/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.23
au,19/12/2025,Transfer to xx3529 CommBank app Meeting mart abdul,Cost of Overhead Related to Service:Operating Expenses,-24.5
au,19/12/2025,DEFT INSURANCE CommBank app BPAY 20362 40778382912430830 May Dec 25 and GT,Cost of Service:Insurance,-174155.81
au,18/12/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-30.16
au,18/12/2025,CURSOR USAGE MID NOV CURSOR.COM NY US Card xx9039 USD 80.66 Value Date: 16/12/2025,Subscriptions/ Software expenses,-121.66
au,17/12/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 15/12/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.16
au,16/12/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Subscriptions/ Software expenses,-248.79
au,16/12/2025,Taylors' Pharmacy Turramurra AU Card xx9039 Value Date: 13/12/2025,Cost of Overhead Related to Service:Operating Expenses,-201.94
au,16/12/2025,Direct Credit 421520 AUTOROLA (AUSTRA FLE0015791 BLP73U Reduce in-car running cost - DJ,Cost of Overhead Related to Service:In-car Running Costs,22.75
au,15/12/2025,Transfer to xx6947 CommBank app Device shipment,Operating Expenses:General Expense,-79.05
au,12/12/2025,CURSOR USAGE MID NOV CURSOR.COM NY US Card xx9039 USD 62.40 Value Date: 10/12/2025,Subscriptions/ Software expenses,-94.43
au,12/12/2025,Transfer from CommBank app Loan DJ,Loan,200000.0
au,11/12/2025,HEROKU* NOV-109096298 WWW.HEROKU.CO CA US Card xx9039 USD 24.00 Value Date: 09/12/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-36.35
au,10/12/2025,SPEEDWAY ROSEVILLE ROSEVILLE NSWAU,Operating Expenses:Travel Expense,-49.14
au,09/12/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 06/12/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.29
au,09/12/2025,CURSOR USAGE MID NOV CURSOR.COM NY US Card xx9039 USD 60.11 Value Date: 04/12/2025,Subscriptions/ Software expenses,-91.77
au,08/12/2025,Direct Credit 507141 DrivematePayout Drivemate_TY3h67Jb Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,167.15
au,08/12/2025,Direct Credit 158824 DrivematePayo DrivematePayo-z6uQ Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,3863.05
au,05/12/2025,CURSOR USAGE MID NOV CURSOR.COM NY US Card xx9039 USD 40.03 Value Date: 03/12/2025,Subscriptions/ Software expenses,-61.3
au,03/12/2025,SPEEDW AY KENT ROAD NORTH RYDE AU Card xx9039 Value Date: 28/11/2025,Operating Expenses:Travel Expense,-113.95
au,28/11/2025,Direct Credit 507141 Drivemate Drivemate_TVFWzLyo Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,7500.0
au,27/11/2025,CURSOR USAGE OCT CURSOR.COM NY US Card xx9039 USD 39.90 Value Date: 24/11/2025,Subscriptions/ Software expenses,-62.16
au,27/11/2025,EG GROUP/1233 PACIFIC HIG TURRAMURRA AU Card xx9039 Value Date: 25/11/2025,Cost of Overhead Related to Service:Operating Expenses,-10.08
au,26/11/2025,Direct Credit 507141 Drivemate Drivemate_TU9A824J Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,75000.0
au,25/11/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 23/11/2025","Operating Expenses:AI, Internet & Website maintenance fees",-31.16
au,22/11/2025,ELEVENLABS.IO ELEVENLABS.IO NY US Card xx9039 USD 5.45 Value Date: 20/11/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-8.45
au,22/11/2025,BABYLON ROOFTOP RESTAU BRISBANE AU Card xx9039 Value Date: 20/11/2025,Operating Expenses:Meals and Entertainment,-155.83
au,21/11/2025,Direct Credit 507141 DRIVEMATE DRIVEMATE_TSJZcpob Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,25000.0
au,21/11/2025,CURSOR USAGE NOV CURSOR.COM NY US Card xx9039 USD 12.54 Value Date: 18/11/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-19.35
au,19/11/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 17/11/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.76
au,18/11/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-30.76
au,18/11/2025,Ippudo - Westfield Sydney AU Card xx9039 Value Date: 14/11/2025,Cost of Overhead Related to Service:Operating Expenses,-54.65
au,18/11/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 15/11/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.76
au,15/11/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-253.34
au,15/11/2025,CURSOR USAGE MID OCT CURSOR.COM NY US Card xx9039 USD 60.10 Value Date: 13/11/2025,Cost of Overhead Related to Service:Operating Expenses,-92.28
au,15/11/2025,CURSOR USAGE OCT CURSOR.COM NY US Card xx9039 USD 6.47 Value Date: 13/11/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-9.94
au,13/11/2025,HEROKU* OCT-108562762 WWW.HEROKU.CO CA US Card xx9039 USD 24.00 Value Date: 11/11/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-37.12
au,12/11/2025,BLACKWOOD BONDI Bondi Beach AU,Operating Expenses:Meals and Entertainment,-67.5
au,11/11/2025,7-ELEVEN - T1 #02-75 Singapore SG Card xx9039 SGD 10.16 Value Date: 07/11/2025,Operating Expenses:General Expense,-12.03
au,08/11/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 06/11/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.98
au,07/11/2025,Direct Credit 507141 DrivematePayout Drivemate_TN9rLpHw Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,171.43
au,06/11/2025,HCHAIN PTE LTD N/A SG Card xx9039 SGD 6.00 Value Date: 03/11/2025,Operating Expenses:Travel Expense,-7.06
au,06/11/2025,ATRIUM SYDNEY PTY LTD MASCOT AU Card xx9039 Value Date: 02/11/2025,Cost of Overhead Related to Service:Operating Expenses,-7.71
au,04/11/2025,HANSIMIKALI INVESTMENT MASCOT AU Card xx9039 Value Date: 30/10/2025,Operating Expenses:General Expense,-15.0
au,04/11/2025,HANSIMIKALI INVESTMENT MASCOT AU Card xx9039 Value Date: 30/10/2025,Operating Expenses:General Expense,-19.0
au,04/11/2025,BP MASCOT 2266 MASCOT AU Card xx9039 Value Date: 30/10/2025,Operating Expenses:Travel Expense,-67.23
au,04/11/2025,VERANDAH BAR SYDNEY AU Card xx9039 Value Date: 31/10/2025,Operating Expenses:Meals and Entertainment,-28.96
au,04/11/2025,VERANDAH BAR SYDNEY AU Card xx9039 Value Date: 31/10/2025,Operating Expenses:Meals and Entertainment,-25.6
au,02/11/2025,PappaRich Sydney Airp Mascot AU,Operating Expenses:Travel Expense,-36.87
au,01/11/2025,CURSOR USAGE OCT CURSOR.COM NY US Card xx9039 USD 19.90 Value Date: 29/10/2025,Subscriptions/ Software expenses,-30.42
au,30/10/2025,BUNNINGS PYMBLE PYMBLE AU Card xx9039 Value Date: 29/10/2025,Cost of Overhead Related to Service:Operating Expenses,-33.98
au,28/10/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/10/2025,Other Income,29.7
au,21/10/2025,COLES 5676 ST IVES AU Card xx9039 Value Date: 19/10/2025,Operating Expenses:Meals and Entertainment,-10.0
au,19/10/2025,Transfer from CommBank app Used wrong pass,Other Income,10.0
au,07/10/2025,YAMM.COM BRUSSELS BE Card xx9039 USD 50.00 Value Date: 03/10/2025,Subscriptions/ Software expenses,-76.05
au,23/09/2025,SO OPERATIONS AUST PTY MELBOURNE AIR AU,Cost of Overhead Related to Service:Operating Expenses,-6.0
au,23/09/2025,SKYBUS COACH SERVICES MELBOURNE AIR AU,Operating Expenses:Travel Expense,-24.6
au,23/09/2025,Piccolo Me Lonsdale St Melbourne AU,Operating Expenses:Meals and Entertainment,-5.97
au,23/09/2025,Piccolo Me Lonsdale St Melbourne AU,Operating Expenses:Meals and Entertainment,-21.15
au,20/09/2025,Max on Hardware Melbourne AU,Cost of Overhead Related to Service:Operating Expenses,-123.83
au,19/09/2025,STALACTITESRI177/183 LONS MELBOURNE AU Card x®9039 Value Date: 17/09/2026  $ CR,Operating Expenses:General Expense,-117.74
au,18/09/2025,ZLR*Chin Chin Melbourne Melbourne AU  $ CR,Employee Expense,-50.76
au,16/09/2025,MYKI FLNDERSST RS FSS MELBOURNE VICAU,Operating Expenses:General Expense,-10.0
au,16/09/2025,EDREAMS PRIME M SYDNEY AU (Card xx9039),Operating Expenses:General Expense,-11.99
au,14/09/2025,KFC Sydney T2 Airside Sydney T2 AirAU,Operating Expenses:Meals and Entertainment,-12.95
au,13/09/2025,SPEEDWAY KENT ROAD NORTH RYDE AU (Card xx9039),Operating Expenses:Travel Expense,-123.74
au,11/09/2025,EXPEDIA 73235196980475 EXPEDIACOMAU AU (Card xx9039),Operating Expenses:Travel Expense,-472.98
au,11/09/2025,EXPEDIA 73235362183011 EXPEDIACOMAU AU (Card xx9039),Operating Expenses:Travel Expense,-234.09
au,11/09/2025,The Naked Duck Bond Sydney AU (Card xx9039),Operating Expenses:Meals and Entertainment,-5.38
au,02/09/2025,COFFEE ZONE PRIVATE LI SINGAPORE SG xx9039 SGD 6.00,Operating Expenses:Meals and Entertainment,-7.18
au,02/09/2025,TIONG BAHRU BAKERY Singapore SG xx9039 SGD 4.58,Operating Expenses:Meals and Entertainment,-5.48
au,02/09/2025,HCHAIN PTE LTD N/A SG xx9039 SGD 6.00,Operating Expenses:Travel Expense,-7.21
au,02/09/2025,TIONG BAHRU BAKERY Singapore SG xx9039 SGD 17.27,Operating Expenses:Meals and Entertainment,-20.74
au,02/09/2025,NTUC FP-JOO CHIAT COMPLEX SINGAPORE SG xx9039 SGD 3.45,Operating Expenses:Travel Expense,-4.14
au,01/09/2025,KHANSAMA TANDOORI REST N/A SG Card xx9039 SGD 194.84,Operating Expenses:General Expense,-234.01
au,30/08/2025,BROTZEIT - VIVOCITY SINGAPORE SG Card xx9039 SGD 121.10,Cost of Overhead Related to Service:Operating Expenses,-145.8
au,30/08/2025,THE COFFEE BEAN-HBF SINGAPORE SG Card xx9039 SGD 8.10,Operating Expenses:Meals and Entertainment,-9.75
au,30/08/2025,STARBUCKS@KINEX(1KM) SINGAPORE SG Card xx9039 SGD 7.40,Operating Expenses:Meals and Entertainment,-8.91
au,30/08/2025,MARCHE - 313@SOMERSET SINGAPORE SG Card xx9039 SGD 16.80,Operating Expenses:Travel Expense,-20.23
au,29/08/2025,BREADTALK@CHINATOWN POINT SINGAPORE SG Card xx9039 SGD 2.20,Operating Expenses:Meals and Entertainment,-2.66
au,29/08/2025,STARBUCKS@CHINATOWN(CTP) SINGAPORE SG Card xx9039 SGD 7.40,Operating Expenses:Meals and Entertainment,-8.96
au,29/08/2025,WAREHOUSE SINGAPORE SG Card xx9039 SGD 143.88,Cost of Overhead Related to Service:Operating Expenses,-174.17
au,27/08/2025,BRITISH A XXXXXXXX17645 WWW.BRITISHAI AU Card xx9039 Value Date: 22/08/2025,Operating Expenses:General Expense,-962.62
au,24/08/2025,KFC Sydney T1 Airside Sydney T1 AirAU,Operating Expenses:Meals and Entertainment,-17.45
au,20/08/2025,UX PILOT AI UXPILOT.AI/TE NY US Card xx9039 USD 15.00 Value Date: 17/08/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-23.14
au,20/08/2025,UX PILOT AI UXPILOT.AI/TE NY US Card xx9039 USD 14.00 Value Date: 17/08/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-21.59
au,01/08/2025,CAFE MARKUSYINJIE AUSTRALCHATSWOOD AU,Operating Expenses:Meals and Entertainment,-10.28
au,31/07/2025,Transfer from CommBank app Loan,Loan,45000.0
au,30/07/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 26/07/2025,Other Income,18.42
au,28/07/2025,Transfer to xx3529 CommBank app Parking,Cost of Overhead Related to Service:Operating Expenses:Parking,-24.0
au,25/07/2025,Transfer to xx6947 CommBank app Repay 1000 loan,Loan,-1000.0
au,24/07/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/07/2025,Other Income,18.42
au,22/07/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/07/2025,Other Income,11.27
au,18/07/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-30.74
au,04/07/2025,VERANDAH BAR SYDNEY AU Card xx9039 Value Date: 02/07/2025,Operating Expenses:Meals and Entertainment,-61.16
au,01/07/2025,ACRA* ARNXXXXXXXX3734 SINGAPORE SG Card xx9039 SGD 5.50 Value Date: 27/06/2025,Operating Expenses:General Expense,-6.62
au,01/07/2025,BREADTALK@CHINATOWN POINT SINGAPORE SG Card xx9039 SGD 2.20 Value Date: 26/06/2025,Operating Expenses:Meals and Entertainment,-2.65
au,29/06/2025,Transfer to CBA A/c CommBank app TPG internet | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-530.0
au,28/06/2025,CULINA-DEMPSEY SINGAPORE SG Card xx9039 SGD 53.90 Value Date: 25/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-65.23
au,28/06/2025,MARCHE - 313@SOMERSET SINGAPORE SG Card xx9039 SGD 44.50 Value Date: 25/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-53.85
au,28/06/2025,HCHAIN PTE LTD N/A SG Card xx9039 SGD 12.00 Value Date: 25/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-14.52
au,28/06/2025,HCHAIN PTE LTD N/A SG Card xx9039 SGD 6.00 Value Date: 25/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-7.26
au,27/06/2025,IWG SINGAPORE (GROUP) BUS WWW.IWGPLC.CO SG Card xx9039 SGD 88.29 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-107.16
au,27/06/2025,IWG SINGAPORE (GROUP) BUS WWW.IWGPLC.CO SG Card xx9039 SGD 88.29 Value Date: 25/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-106.84
au,27/06/2025,DRIVE MATE | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-48.83
au,27/06/2025,COLLIN'S - PAYA LEBAR QUA SINGAPORE SG Card xx9039 SGD 27.58 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-33.47
au,27/06/2025,FINEST PAYA LEBAR QUARTER SINGAPORE SG Card xx9039 SGD 20.06 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-24.35
au,27/06/2025,SUSHI EXPRESS PLQ SINGAPORE SG Card xx9039 SGD 15.59 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-18.92
au,27/06/2025,NTUC FP-JOO CHIAT COMPLEX SINGAPORE SG Card xx9039 SGD 8.21 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-9.96
au,27/06/2025,HCHAIN PTE LTD N/A SG Card xx9039 SGD 6.00 Value Date: 24/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-7.28
au,26/06/2025,HEINEKEN HOUSE SYD AIRPOR MELBOURNE AU Card xx9039 Value Date: 23/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-39.68
au,25/06/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 23/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%)",Operating Expenses:Travel Expense,-31.04
au,24/06/2025,EXPORTCOMMENTS.COM BUCHAREST RO Card xx9039 USD 15.00 Value Date: 20/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-23.28
au,21/06/2025,gotogate1074185873889 Sidney AU Card xx9039 Value Date: 18/06/2025 | Auto-categorized: Operating Expenses:Travel Expense (100%),Operating Expenses:Travel Expense,-905.28
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-1.79
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-29.35
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-29.69
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-11.43
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-18.42
au,20/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/06/2025,Cost of Overhead Related to Service:Operating Expenses,-58.32
au,19/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/06/2025,Cost of Overhead Related to Service:Operating Expenses,-1.79
au,19/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/06/2025,Cost of Overhead Related to Service:Operating Expenses,-18.42
au,19/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/06/2025,Cost of Overhead Related to Service:Operating Expenses,-40.95
au,19/06/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY US Card xx9039 USD 20.00 Value Date: 17/06/2025","Operating Expenses:AI, Internet & Website maintenance fees",-30.94
au,19/06/2025,IWG AUSTRALIA BUSINESS CE SYDNEY AU Card xx9039 Value Date: 17/06/2025,Cost of Overhead Related to Service:Operating Expenses,-311.85
au,18/06/2025,Direct Credit 507141 misc misc_SVrhNzSG7LRZq,Other Income,15000.0
au,18/06/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-30.99
au,18/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/06/2025,Cost of Overhead Related to Service:Operating Expenses,-40.95
au,18/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/06/2025,Cost of Overhead Related to Service:Operating Expenses,-1.79
au,18/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/06/2025,Cost of Overhead Related to Service:Operating Expenses,-18.42
au,18/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/06/2025,Cost of Overhead Related to Service:Operating Expenses,-11.43
au,18/06/2025,Return DRIVE MATE AUS Card xx9039 Value Date: 14/06/2025,Other Income,250.0
au,17/06/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-319.12
au,17/06/2025,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-1.79
au,17/06/2025,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-1.0
au,17/06/2025,Direct Credit 158824 DrivematePayo DrivematePayo-mK08 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,8111.18
au,17/06/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/06/2025,Cost of Overhead Related to Service:Operating Expenses,-40.95
au,16/06/2025,Direct Credit 158824 DrivematePayo DrivematePayo-xRkX Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,4195.28
au,14/06/2025,DRIVE MATE SYDNEY AU Card xx9039 Value Date: 12/06/2025,Cost of Overhead Related to Service:Operating Expenses,-58.4
au,14/06/2025,DRIVE MATE SYDNEY AU Card xx9039 Value Date: 12/06/2025,Cost of Overhead Related to Service:Operating Expenses,-13.63
